family,genus,species,wd,region,referenceNumber,regionId
Lauraceae,Cinnamomum,camphora,0.461,China,33,China
Lauraceae,Cinnamomum,camphora,0.499,China,33,China
Lauraceae,Cinnamomum,camphora,0.62,India,26,India
Lauraceae,Cinnamomum,camphora,0.437,China,33,China
Lauraceae,Cinnamomum,camphora,0.42,Africa_(tropical),58,AfricaTrop
Lauraceae,Cinnamomum,cecidodaphne,0.448,India,135,India
Lauraceae,Cinnamomum,cinereum,0.62,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Lauraceae,Cinnamomum,coriaceum,0.46,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Lauraceae,Cinnamomum,culilawan,0.327,Australia/PNG_(tropical),27,AustraliaTrop
Lauraceae,Cinnamomum,glanduliferum,0.5,China,32,China
Lauraceae,Cinnamomum,grandiflorum,0.31,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Lauraceae,Cinnamomum,iners,0.46,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Lauraceae,Cinnamomum,iners,0.43,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Lauraceae,Cinnamomum,iners,0.54,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Lauraceae,Cinnamomum,iners,0.565,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Lauraceae,Cinnamomum,inunctum,0.58,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Lauraceae,Cinnamomum,inunctum,0.558,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Lauraceae,Cinnamomum,javanicum,0.42,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Lauraceae,Cinnamomum,javanicum,0.47,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Lauraceae,Cinnamomum,koordersi,0.3,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Lauraceae,Cinnamomum,kunstleri,0.5,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Lauraceae,Cinnamomum,laubatii,0.413,Australia/PNG_(tropical),90,AustraliaTrop
Lauraceae,Cinnamomum,laubatii,0.413,Australia/PNG_(tropical),90,AustraliaTrop
Lauraceae,Cinnamomum,laubatii,0.405,Australia,195,Australia
