family,genus,species,wd,region,referenceNumber,regionId
Combretaceae,Terminalia,superba,0.56,Africa_(tropical),76,AfricaTrop
Combretaceae,Terminalia,superba,0.38,Africa_(tropical),59,AfricaTrop
Combretaceae,Terminalia,tetrandra,0.536,Madagascar,147,Madagascar
Combretaceae,Terminalia,tetrandra,0.56,Madagascar,147,Madagascar
Combretaceae,Terminalia,tomentosa,0.73,Africa_(extratropical),58,AfricaExtraTrop
Combretaceae,Terminalia,triflora,0.731,South_America_(extratropical),66,SouthAmericaExtraTrop
Combretaceae,Terminalia,triflora,0.765,South_America_(extratropical),48,SouthAmericaExtraTrop
Combretaceae,Terminaliopsis,sp,0.748,Madagascar,147,Madagascar
Combretaceae,Terminaliopsis,tetrandrus,0.569,Madagascar,147,Madagascar
Pentaphylacaceae,Ternstroemia,bancana,0.65,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Pentaphylacaceae,Ternstroemia,brasiliensis,0.47,South_America_(extratropical),114,SouthAmericaExtraTrop
Pentaphylacaceae,Ternstroemia,browniana,0.69,South_America_(tropical),45,SouthAmericaTrop
Pentaphylacaceae,Ternstroemia,cherryi,0.581,Australia/PNG_(tropical),90,AustraliaTrop
Pentaphylacaceae,Ternstroemia,cherryi,0.581,Australia/PNG_(tropical),90,AustraliaTrop
Pentaphylacaceae,Ternstroemia,congestiflora,0.598,South_America_(extratropical),48,SouthAmericaExtraTrop
Pentaphylacaceae,Ternstroemia,dentata,0.69,South_America_(tropical),45,SouthAmericaTrop
Pentaphylacaceae,Ternstroemia,elongata,0.6,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Ternstroemia,gymnanthera,0.623,China,33,China
Pentaphylacaceae,Ternstroemia,gymnanthera,0.656,China,33,China
Pentaphylacaceae,Ternstroemia,gymnanthera,0.66,China,34,China
Compositae,Tessaria,integrifolia,0.301,South_America_(extratropical),66,SouthAmericaExtraTrop
Fabaceae,Tessmannia,africana,0.749,Africa_(tropical),1,AfricaTrop
Fabaceae,Tessmannia,africana,0.899,Africa_(tropical),85,AfricaTrop
Fabaceae,Tessmannia,lescrauwaetii,0.749,Africa_(tropical),1,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.58,Africa_(tropical),170,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.663,Africa_(tropical),1,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.6,Africa_(tropical),85,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.573,Africa_(tropical),147,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.645,Africa_(tropical),147,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.648,Africa_(tropical),147,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.666,Africa_(tropical),147,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.678,Africa_(tropical),147,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.713,Africa_(tropical),147,AfricaTrop
Ochnaceae,Testulea,gabonensis,0.621,Africa_(tropical),182,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.46,Africa_(tropical),170,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.491,Africa_(tropical),1,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.566,Africa_(tropical),85,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.463,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.475,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.477,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.486,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.497,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.522,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.53,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.589,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.602,Africa_(tropical),147,AfricaTrop
Fabaceae,Tetraberlinia,bifoliolata,0.497,Africa_(tropical),182,AfricaTrop
Fabaceae,Tetraberlinia,tubmaniana,0.631,Africa_(tropical),85,AfricaTrop
Fabaceae,Tetraberlinia,tubmaniana,0.533,Africa_(tropical),98,AfricaTrop
Fabaceae,Tetraberlinia,tubmaniana,0.635,Africa_(tropical),182,AfricaTrop
Fabaceae,Tetraberlinia,tubmaniana,0.635,Africa_(tropical),201,AfricaTrop
Fabaceae,Tetraberlinia,tubmaniana,0.6,Africa_(tropical),99,AfricaTrop
Fabaceae,Tetraberlinia,tubmaniana,0.534,Africa_(tropical),40,AfricaTrop
Trochodendraceae,Tetracentron,sinense,0.337,China,33,China
Cupressaceae,Tetraclinis,articulata,0.72,Africa_(extratropical),58,AfricaExtraTrop
Cupressaceae,Tetraclinis,articulata,0.46,Africa_(extratropical),76,AfricaExtraTrop
Rutaceae,Tetradium,fraxinifolium,0.232,India,135,India
Burseraceae,Tetragastris,altissima,0.61,South_America_(tropical),141,SouthAmericaTrop
Burseraceae,Tetragastris,altissima,0.75,South_America_(tropical),35,SouthAmericaTrop
Burseraceae,Tetragastris,altissima,0.69,South_America_(tropical),64,SouthAmericaTrop
Burseraceae,Tetragastris,altissima,0.715,South_America_(tropical),52,SouthAmericaTrop
Burseraceae,Tetragastris,altissima,0.71,South_America_(tropical),204,SouthAmericaTrop
Burseraceae,Tetragastris,altissima,0.74,South_America_(tropical),77,SouthAmericaTrop
Burseraceae,Tetragastris,altissima,0.74,South_America_(tropical),89,SouthAmericaTrop
Burseraceae,Tetragastris,balsamifera,0.65,South_America_(tropical),141,SouthAmericaTrop
Burseraceae,Tetragastris,hostmannii,0.75,South_America_(tropical),35,SouthAmericaTrop
Burseraceae,Tetragastris,hostmannii,0.69,South_America_(tropical),64,SouthAmericaTrop
Burseraceae,Tetragastris,sp,0.705,South_America_(tropical),36,SouthAmericaTrop
Burseraceae,Tetragastris,panamensis,0.71,South_America_(tropical),141,SouthAmericaTrop
Burseraceae,Tetragastris,panamensis,0.75,South_America_(tropical),35,SouthAmericaTrop
Burseraceae,Tetragastris,panamensis,0.753,South_America_(tropical),185,SouthAmericaTrop
Burseraceae,Tetragastris,panamensis,0.62,South_America_(tropical),30,SouthAmericaTrop
Burseraceae,Tetragastris,panamensis,0.783,South_America_(tropical),128,SouthAmericaTrop
Burseraceae,Tetragastris,panamensis,0.77,South_America_(tropical),77,SouthAmericaTrop
Burseraceae,Tetragastris,panamensis,0.675,Central_America_(tropical),168,CentralAmericaTrop
Burseraceae,Tetragastris,panamensis,0.655,Central_America_(tropical),164,CentralAmericaTrop
Burseraceae,Tetragastris,panamensis,0.74,South_America_(tropical),47,SouthAmericaTrop
Tetramelaceae,Tetrameles,nudiflora,0.301,Australia/PNG_(tropical),90,AustraliaTrop
Tetramelaceae,Tetrameles,nudiflora,0.38,Australia/PNG_(tropical),126,AustraliaTrop
Tetramelaceae,Tetrameles,nudiflora,0.25,Australia/PNG_(tropical),170,AustraliaTrop
Tetramelaceae,Tetrameles,nudiflora,0.32,Australia/PNG_(tropical),43,AustraliaTrop
Tetramelaceae,Tetrameles,nudiflora,0.284,Australia/PNG_(tropical),27,AustraliaTrop
Tetrameristaceae,Tetramerista,glabra,0.61,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Tetrameristaceae,Tetramerista,glabra,0.62,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Tetrameristaceae,Tetramerista,glabra,0.57,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Fabaceae,Tetrapleura,tetraptera,0.523,Africa_(tropical),85,AfricaTrop
Fabaceae,Tetrapleura,tetraptera,0.55,Africa_(tropical),79,AfricaTrop
Fabaceae,Tetrapleura,tetraptera,0.516,Africa_(tropical),98,AfricaTrop
Fabaceae,Tetrapleura,tetraptera,0.73,Africa_(extratropical),123,AfricaExtraTrop
Fabaceae,Tetrapleura,tetraptera,0.531,Africa_(tropical),147,AfricaTrop
Monimiaceae,Tetrasynandra,laxiflora,0.527,Australia,195,Australia
Salicaceae,Tetrathylacium,macrophyllum,0.62,South_America_(tropical),44,SouthAmericaTrop
Euphorbiaceae,Tetrorchidium,didymostemon,0.439,Africa_(tropical),98,AfricaTrop
Euphorbiaceae,Tetrorchidium,rotundatum,0.47,Mexico,23,Mexico
Malvaceae,Theobroma,cacao,0.43,South_America_(tropical),198,SouthAmericaTrop
Malvaceae,Theobroma,cacao,0.41,South_America_(tropical),184,SouthAmericaTrop
Malvaceae,Theobroma,obovatum,0.47,South_America_(tropical),44,SouthAmericaTrop
Malvaceae,Theobroma,speciosum,0.79,South_America_(tropical),114,SouthAmericaTrop
Malvaceae,Theobroma,speciosum,0.47,South_America_(tropical),44,SouthAmericaTrop
Malvaceae,Theobroma,subincanum,0.47,South_America_(tropical),45,SouthAmericaTrop
Malvaceae,Theobroma,sylvestre,0.668,South_America_(tropical),128,SouthAmericaTrop
Malvaceae,Thespesia,garckeana,0.732,Africa_(extratropical),72,AfricaExtraTrop
Malvaceae,Thespesia,populnea,0.47,South_America_(tropical),204,SouthAmericaTrop
Malvaceae,Thespesia,populnea,0.8,South_America_(tropical),110,SouthAmericaTrop
Malvaceae,Thespesia,populnea,0.61,Africa_(tropical),58,AfricaTrop
Apocynaceae,Thevetia,ovata,0.72,Mexico,23,Mexico
Sapindaceae,Thouinia,paucidentata,0.94,Mexico,23,Mexico
Sapindaceae,Thouinia,serrata,0.98,Mexico,23,Mexico
Sapindaceae,Thouinia,striata,0.9,Central_America_(tropical),111,CentralAmericaTrop
Sapindaceae,Thouinidium,decandrum,0.67,Central_America_(tropical),116,CentralAmericaTrop
Cupressaceae,Thuja,occidentalis,0.29,NorthAmerica,7,NorthAmerica
Cupressaceae,Thuja,orientalis,0.527,China,33,China
Cupressaceae,Thuja,orientalis,0.532,China,33,China
Cupressaceae,Thuja,orientalis,0.502,China,33,China
Cupressaceae,Thuja,orientalis,0.512,China,33,China
Cupressaceae,Thuja,plicata,0.31,NorthAmerica,7,NorthAmerica
Anacardiaceae,Thyrsodium,guianense,0.67,South_America_(tropical),45,SouthAmericaTrop
Anacardiaceae,Thyrsodium,guianense,0.63,South_America_(tropical),47,SouthAmericaTrop
Anacardiaceae,Thyrsodium,spruceanum,0.74,South_America_(extratropical),114,SouthAmericaExtraTrop
Anacardiaceae,Thyrsodium,spruceanum,0.54,South_America_(tropical),45,SouthAmericaTrop
Melastomataceae,Tibouchina,candolleana,0.61,South_America_(extratropical),114,SouthAmericaExtraTrop
Melastomataceae,Tibouchina,mutabilis,0.66,South_America_(extratropical),114,SouthAmericaExtraTrop
Sapotaceae,Tieghemella,africana,0.6,Africa_(tropical),136,AfricaTrop
Sapotaceae,Tieghemella,africana,0.55,Africa_(tropical),85,AfricaTrop
Sapotaceae,Tieghemella,africana,0.619,Africa_(tropical),137,AfricaTrop
Sapotaceae,Tieghemella,africana,0.596,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,africana,0.62,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,africana,0.626,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,africana,0.655,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,africana,0.928,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,africana,0.67,Africa_(tropical),76,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.51,Africa_(tropical),39,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.55,Africa_(tropical),58,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.577,Africa_(tropical),85,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.525,Africa_(tropical),98,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.507,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.525,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.605,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.612,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.63,Africa_(tropical),147,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.517,Africa_(tropical),181,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.54,Africa_(tropical),99,AfricaTrop
Sapotaceae,Tieghemella,heckelii,0.54,Africa_(tropical),104,AfricaTrop
Sapotaceae,Tieghemella,sp,0.55,Africa_(tropical),183,AfricaTrop
Malvaceae,Tilia,americana,0.32,NorthAmerica,6,NorthAmerica
Malvaceae,Tilia,amurensis,0.394,China,33,China
Malvaceae,Tilia,amurensis,0.424,China,33,China
Malvaceae,Tilia,amurensis,0.355,China,33,China
Malvaceae,Tilia,cordata,0.422,Europe,28,Europe
Malvaceae,Tilia,endochrysea,0.542,China,33,China
Malvaceae,Tilia,endochrysea,0.512,China,33,China
Malvaceae,Tilia,europaea,0.483,Europe,105,Europe
Malvaceae,Tilia,japonica,0.362,China,17,China
Malvaceae,Tilia,mandshurica,0.365,China,33,China
Malvaceae,Tilia,mandshurica,0.33,China,33,China
Malvaceae,Tilia,miqueliana,0.47,China,32,China
Malvaceae,Tilia,moltkei,0.473,South_America_(extratropical),46,SouthAmericaExtraTrop
Malvaceae,Tilia,oliveri,0.38,China,32,China
Malvaceae,Tilia,platyphyllos,0.422,Europe,28,Europe
Malvaceae,Tilia,tuan,0.476,China,33,China
Malvaceae,Tilia,tuan,0.437,China,33,China
Rubiaceae,Timonius,borneensis,0.65,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Rubiaceae,Timonius,borneensis,0.46,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Rubiaceae,Timonius,compressicaulis,0.59,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Rubiaceae,Timonius,timon,0.551,Australia/PNG_(tropical),90,AustraliaTrop
Rubiaceae,Timonius,timon,0.551,Australia/PNG_(tropical),90,AustraliaTrop
Rubiaceae,Timonius,wallichianus,0.76,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Sapindaceae,Tinopsis,apiculata,0.708,Madagascar,147,Madagascar
Fabaceae,Tipuana,tipu,0.607,South_America_(extratropical),48,SouthAmericaExtraTrop
Fabaceae,Tipuana,tipu,0.585,South_America_(extratropical),46,SouthAmericaExtraTrop
Fabaceae,Tipuana,tipu,0.57,South_America_(tropical),77,SouthAmericaTrop
Rubiaceae,Tocoyena,williamsii,0.62,South_America_(tropical),44,SouthAmericaTrop
Sapindaceae,Toechima,erythrocarpum,0.676,Australia/PNG_(tropical),90,AustraliaTrop
Apocynaceae,Tonduzia,longifolia,0.85,Mexico,23,Mexico
Meliaceae,Toona,ciliata,0.383,Australia,90,Australia
Meliaceae,Toona,ciliata,0.338,Australia,90,Australia
Meliaceae,Toona,ciliata,0.387,Australia/PNG_(tropical),90,AustraliaTrop
Meliaceae,Toona,ciliata,0.43,Australia/PNG_(tropical),80,AustraliaTrop
Meliaceae,Toona,ciliata,0.39,Australia/PNG_(tropical),170,AustraliaTrop
Meliaceae,Toona,ciliata,0.33,Australia,60,Australia
Meliaceae,Toona,sinensis,0.509,China,33,China
Meliaceae,Toona,sinensis,0.453,China,33,China
Meliaceae,Toona,sinensis,0.501,China,33,China
Meliaceae,Toona,sureni,0.411,China,33,China
Meliaceae,Toona,sureni,0.388,China,33,China
Meliaceae,Toona,sureni,0.327,Australia/PNG_(tropical),27,AustraliaTrop
Taxaceae,Torreya,grandis,0.42,China,34,China
Sapindaceae,Toulicia,eriocarpa,0.6,South_America_(tropical),44,SouthAmericaTrop
Sapindaceae,Toulicia,guianensis,0.84,South_America_(extratropical),114,SouthAmericaExtraTrop
Sapindaceae,Toulicia,guianensis,0.603,South_America_(tropical),189,SouthAmericaTrop
Sapindaceae,Toulicia,laevigata,0.9,South_America_(extratropical),114,SouthAmericaExtraTrop
Sapindaceae,Toulicia,pulvinata,0.63,South_America_(tropical),141,SouthAmericaTrop
Sapindaceae,Toulicia,pulvinata,0.6,South_America_(tropical),45,SouthAmericaTrop
Boraginaceae,Tournefortia,fuliginosa,0.47,South_America_(tropical),44,SouthAmericaTrop
Ochnaceae,Touroulia,guianensis,0.74,South_America_(tropical),64,SouthAmericaTrop
Ochnaceae,Touroulia,guianensis,0.78,South_America_(tropical),45,SouthAmericaTrop
Clusiaceae,Tovomita,carinata,0.41,South_America_(tropical),45,SouthAmericaTrop
Clusiaceae,Tovomita,choisyana,0.75,South_America_(tropical),64,SouthAmericaTrop
Clusiaceae,Tovomita,choisyana,0.41,South_America_(tropical),45,SouthAmericaTrop
Clusiaceae,Tovomita,gracilipes,0.86,South_America_(tropical),44,SouthAmericaTrop
Clusiaceae,Tovomita,guianensis,0.6,South_America_(tropical),141,SouthAmericaTrop
Clusiaceae,Tovomita,macrophylla,0.86,South_America_(tropical),44,SouthAmericaTrop
Clusiaceae,Tovomita,umbellata,0.86,South_America_(tropical),44,SouthAmericaTrop
Burseraceae,Trattinnickia,aspera,0.424,Central_America_(tropical),164,CentralAmericaTrop
Burseraceae,Trattinnickia,burserifolia,0.44,South_America_(tropical),141,SouthAmericaTrop
Burseraceae,Trattinnickia,burserifolia,0.5,South_America_(tropical),35,SouthAmericaTrop
Burseraceae,Trattinnickia,burserifolia,0.47,South_America_(tropical),45,SouthAmericaTrop
Burseraceae,Trattinnickia,burserifolia,0.43,South_America_(tropical),47,SouthAmericaTrop
Burseraceae,Trattinnickia,demerarae,0.396,South_America_(tropical),52,SouthAmericaTrop
Burseraceae,Trattinnickia,demerarae,0.45,South_America_(tropical),45,SouthAmericaTrop
Burseraceae,Trattinnickia,demerarae,0.4,South_America_(tropical),190,SouthAmericaTrop
Burseraceae,Trattinnickia,glaziovii,0.45,South_America_(tropical),44,SouthAmericaTrop
Burseraceae,Trattinnickia,glaziovii,0.591,South_America_(tropical),166,SouthAmericaTrop
Burseraceae,Trattinnickia,lawrancei,0.45,South_America_(tropical),44,SouthAmericaTrop
Burseraceae,Trattinnickia,peruviana,0.56,South_America_(tropical),128,SouthAmericaTrop
Burseraceae,Trattinnickia,rhoifolia,0.37,South_America_(tropical),141,SouthAmericaTrop
Burseraceae,Trattinnickia,rhoifolia,0.5,South_America_(tropical),35,SouthAmericaTrop
Burseraceae,Trattinnickia,rhoifolia,0.45,South_America_(tropical),115,SouthAmericaTrop
Burseraceae,Trattinnickia,rhoifolia,0.41,South_America_(tropical),185,SouthAmericaTrop
Burseraceae,Trattinnickia,rhoifolia,0.45,South_America_(tropical),64,SouthAmericaTrop
Burseraceae,Trattinnickia,rhoifolia,0.508,South_America_(tropical),52,SouthAmericaTrop
Burseraceae,Trattinnickia,rhoifolia,0.47,South_America_(tropical),45,SouthAmericaTrop
Cannabaceae,Trema,sp,0.416,Africa_(tropical),85,AfricaTrop
Cannabaceae,Trema,integerrima,0.3,South_America_(tropical),44,SouthAmericaTrop
Cannabaceae,Trema,micrantha,0.245,Central_America_(tropical),196,CentralAmericaTrop
Cannabaceae,Trema,micrantha,0.4,Central_America_(tropical),111,CentralAmericaTrop
Cannabaceae,Trema,micrantha,0.2,South_America_(tropical),187,SouthAmericaTrop
Cannabaceae,Trema,micrantha,0.45,Mexico,23,Mexico
Cannabaceae,Trema,micrantha,0.3,South_America_(tropical),45,SouthAmericaTrop
Cannabaceae,Trema,orientalis,0.322,Australia/PNG_(tropical),90,AustraliaTrop
Cannabaceae,Trema,orientalis,0.344,Australia/PNG_(tropical),90,AustraliaTrop
Cannabaceae,Trema,orientalis,0.29,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cannabaceae,Trema,orientalis,0.34,South-East_Asia_(tropical),16,SouthEastAsiaTrop
Cannabaceae,Trema,orientalis,0.36,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Cannabaceae,Trema,orientalis,0.416,Africa_(tropical),85,AfricaTrop
Cannabaceae,Trema,tomentosa,0.326,Australia/PNG_(tropical),90,AustraliaTrop
Cannabaceae,Trema,tomentosa,0.344,Australia/PNG_(tropical),90,AustraliaTrop
Cannabaceae,Trema,tomentosa,0.322,Australia/PNG_(tropical),90,AustraliaTrop
Euphorbiaceae,Trewia,nudiflora,0.44,India,26,India
Rubiaceae,Tricalysia,singularis,0.1,South-East_Asia,136,SouthEastAsia
Achariaceae,Trichadenia,philippinensis,0.69,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Achariaceae,Trichadenia,philippinensis,0.71,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Achariaceae,Trichadenia,philippinensis,0.715,Australia/PNG_(tropical),27,AustraliaTrop
Acanthaceae,Trichanthera,gigantea,0.45,South_America_(tropical),45,SouthAmericaTrop
Meliaceae,Trichilia,americana,0.57,Central_America_(tropical),116,CentralAmericaTrop
Meliaceae,Trichilia,canjerana,0.768,South_America_(extratropical),121,SouthAmericaExtraTrop
Meliaceae,Trichilia,catigua,0.688,South_America_(extratropical),121,SouthAmericaExtraTrop
Meliaceae,Trichilia,dregeana,0.482,Africa_(extratropical),72,AfricaExtraTrop
Meliaceae,Trichilia,emetica,0.498,Africa_(tropical),4,AfricaTrop
Meliaceae,Trichilia,emetica,0.577,Africa_(extratropical),72,AfricaExtraTrop
Meliaceae,Trichilia,heudelotii,0.439,Africa_(tropical),179,AfricaTrop
Meliaceae,Trichilia,hirta,0.5,Central_America_(tropical),111,CentralAmericaTrop
Meliaceae,Trichilia,hirta,0.6,South_America_(tropical),204,SouthAmericaTrop
Meliaceae,Trichilia,sp,0.69,South_America_(tropical),20,SouthAmericaTrop
Meliaceae,Trichilia,japurensis,0.61,South_America_(tropical),146,SouthAmericaTrop
Meliaceae,Trichilia,lecointei,0.9,South_America_(tropical),47,SouthAmericaTrop
Meliaceae,Trichilia,martiana,0.47,Mexico,23,Mexico
Meliaceae,Trichilia,maynasiana,0.69,South_America_(tropical),44,SouthAmericaTrop
Meliaceae,Trichilia,micrantha,0.585,South_America_(tropical),52,SouthAmericaTrop
Meliaceae,Trichilia,micrantha,0.64,South_America_(tropical),45,SouthAmericaTrop
Meliaceae,Trichilia,monadelpha,0.523,Africa_(tropical),85,AfricaTrop
Meliaceae,Trichilia,monadelpha,0.439,Africa_(tropical),98,AfricaTrop
Meliaceae,Trichilia,moschata,0.88,Mexico,23,Mexico
Meliaceae,Trichilia,pallida,0.74,South_America_(extratropical),114,SouthAmericaExtraTrop
Meliaceae,Trichilia,pallida,0.69,Mexico,23,Mexico
Meliaceae,Trichilia,pallida,0.67,South_America_(tropical),44,SouthAmericaTrop
Meliaceae,Trichilia,pleeana,0.45,South_America_(tropical),184,SouthAmericaTrop
Meliaceae,Trichilia,pleeana,0.84,Mexico,23,Mexico
Meliaceae,Trichilia,pleeana,0.67,South_America_(tropical),44,SouthAmericaTrop
Meliaceae,Trichilia,pleeana,0.74,South_America_(tropical),165,SouthAmericaTrop
Meliaceae,Trichilia,prieuriana,0.663,Africa_(tropical),85,AfricaTrop
Meliaceae,Trichilia,quadrijuga,0.58,South_America_(tropical),141,SouthAmericaTrop
Meliaceae,Trichilia,quadrijuga,0.338,South_America_(tropical),198,SouthAmericaTrop
Meliaceae,Trichilia,quadrijuga,0.585,South_America_(tropical),30,SouthAmericaTrop
Meliaceae,Trichilia,quadrijuga,0.69,South_America_(tropical),44,SouthAmericaTrop
Meliaceae,Trichilia,rolfoi,0.793,South_America_(tropical),184,SouthAmericaTrop
Meliaceae,Trichilia,rubra,0.585,South_America_(tropical),52,SouthAmericaTrop
Meliaceae,Trichilia,schomburgkii,0.675,South_America_(tropical),184,SouthAmericaTrop
Meliaceae,Trichilia,schomburgkii,0.585,South_America_(tropical),189,SouthAmericaTrop
Meliaceae,Trichilia,schomburgkii,0.8,South_America_(tropical),45,SouthAmericaTrop
Meliaceae,Trichilia,silvatica,0.84,South_America_(extratropical),114,SouthAmericaExtraTrop
Meliaceae,Trichilia,surinamensis,0.46,South_America_(tropical),184,SouthAmericaTrop
Meliaceae,Trichilia,trifolia,0.8,Mexico,23,Mexico
Meliaceae,Trichilia,tuberculata,0.605,Central_America_(tropical),168,CentralAmericaTrop
Meliaceae,Trichilia,tuberculata,0.65,Central_America_(tropical),164,CentralAmericaTrop
Anacardiaceae,Trichoscypha,arborea,0.62,Africa_(tropical),85,AfricaTrop
Anacardiaceae,Trichoscypha,arborea,0.731,Africa_(tropical),98,AfricaTrop
Anacardiaceae,Trichoscypha,arborea,0.637,Africa_(tropical),147,AfricaTrop
Anacardiaceae,Trichoscypha,arborea,0.674,Africa_(tropical),147,AfricaTrop
Anacardiaceae,Trichoscypha,arborea,0.56,Africa_(tropical),76,AfricaTrop
Anacardiaceae,Trichoscypha,ulugurensis,0.56,Africa_(extratropical),124,AfricaExtraTrop
Malvaceae,Trichospermum,galeottii,0.2,South_America_(tropical),204,SouthAmericaTrop
Malvaceae,Trichospermum,galeottii,0.34,Central_America_(tropical),164,CentralAmericaTrop
Malvaceae,Trichospermum,ikutae,0.336,Oceania,10,Oceania
Malvaceae,Trichospermum,mexicanum,0.37,Mexico,23,Mexico
Malvaceae,Trichospermum,richii,0.32,Oceania,9,Oceania
Trigoniaceae,Trigoniastrum,hypoleucum,0.64,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Trigoniaceae,Trigoniastrum,hypoleucum,0.63,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Trigoniaceae,Trigoniastrum,hypoleucum,0.82,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Peraceae,Trigonopleura,malayana,0.46,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Peraceae,Trigonopleura,malayana,0.54,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Moraceae,Trilepisium,madagascariense,0.499,Madagascar,17,Madagascar
Burseraceae,Triomma,malaccensis,0.57,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Burseraceae,Triomma,malaccensis,0.6,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Burseraceae,Triomma,malaccensis,0.58,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Polygonaceae,Triplaris,americana,0.49,South_America_(tropical),44,SouthAmericaTrop
Polygonaceae,Triplaris,cumingiana,0.54,South_America_(tropical),35,SouthAmericaTrop
Polygonaceae,Triplaris,cumingiana,0.49,South_America_(tropical),44,SouthAmericaTrop
Polygonaceae,Triplaris,cumingiana,0.53,South_America_(tropical),138,SouthAmericaTrop
Polygonaceae,Triplaris,gardneriana,0.63,South_America_(extratropical),114,SouthAmericaExtraTrop
Polygonaceae,Triplaris,guayaquilensis,0.53,South_America_(tropical),95,SouthAmericaTrop
Polygonaceae,Triplaris,sp,0.56,South_America_(tropical),36,SouthAmericaTrop
Polygonaceae,Triplaris,melaenodendron,0.6,Central_America_(tropical),116,CentralAmericaTrop
Polygonaceae,Triplaris,peruviana,0.54,South_America_(tropical),35,SouthAmericaTrop
Polygonaceae,Triplaris,peruviana,0.49,South_America_(tropical),44,SouthAmericaTrop
Polygonaceae,Triplaris,poeppigiana,0.49,South_America_(tropical),44,SouthAmericaTrop
Polygonaceae,Triplaris,surinamensis,0.45,South-East_Asia,136,SouthEastAsia
Polygonaceae,Triplaris,weigeltiana,0.51,South_America_(tropical),141,SouthAmericaTrop
Polygonaceae,Triplaris,weigeltiana,0.353,South_America_(tropical),52,SouthAmericaTrop
Polygonaceae,Triplaris,weigeltiana,0.5,South_America_(tropical),204,SouthAmericaTrop
Polygonaceae,Triplaris,weigeltiana,0.63,South_America_(tropical),134,SouthAmericaTrop
Polygonaceae,Triplaris,weigeltiana,0.39,South_America_(tropical),45,SouthAmericaTrop
Polygonaceae,Triplaris,weigeltiana,0.53,South_America_(tropical),190,SouthAmericaTrop
